////////////////////////////////////////////////////////////////////
SOLUTION = long_late02;
////////////////////////////////////////////////////////////////////
LU_HAO,  229;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 752;
////////////////////////////////////////////////////////////////////
2010-01-01, 33, L;
2010-01-01, 34, N;
2010-01-01, 22, L;
2010-01-01, 23, L;
2010-01-01, 24, L;
2010-01-01, 25, N;
2010-01-01, 26, E;
2010-01-01, 27, L;
2010-01-01, 28, L;
2010-01-01, 29, E;
2010-01-01, 3, E;
2010-01-01, 2, E;
2010-01-01, 7, D;
2010-01-01, 30, DH;
2010-01-01, 6, N;
2010-01-01, 5, E;
2010-01-01, 32, D;
2010-01-01, 4, N;
2010-01-01, 31, DH;
2010-01-01, 9, D;
2010-01-01, 8, N;
2010-01-01, 19, D;
2010-01-01, 17, N;
2010-01-01, 18, E;
2010-01-01, 15, E;
2010-01-01, 16, D;
2010-01-01, 13, E;
2010-01-01, 14, E;
2010-01-01, 12, E;
2010-01-01, 21, L;
2010-01-02, 24, L;
2010-01-02, 26, E;
2010-01-02, 27, N;
2010-01-02, 29, E;
2010-01-02, 3, E;
2010-01-02, 2, D;
2010-01-02, 7, L;
2010-01-02, 6, L;
2010-01-02, 5, E;
2010-01-02, 4, L;
2010-01-02, 31, DH;
2010-01-02, 9, E;
2010-01-02, 8, N;
2010-01-02, 19, E;
2010-01-02, 17, N;
2010-01-02, 18, L;
2010-01-02, 15, D;
2010-01-02, 16, D;
2010-01-02, 13, E;
2010-01-02, 12, N;
2010-01-03, 24, L;
2010-01-03, 26, E;
2010-01-03, 27, N;
2010-01-03, 29, E;
2010-01-03, 3, E;
2010-01-03, 2, D;
2010-01-03, 7, L;
2010-01-03, 6, L;
2010-01-03, 5, E;
2010-01-03, 4, L;
2010-01-03, 31, DH;
2010-01-03, 9, E;
2010-01-03, 8, N;
2010-01-03, 19, E;
2010-01-03, 17, N;
2010-01-03, 18, L;
2010-01-03, 15, D;
2010-01-03, 16, D;
2010-01-03, 13, E;
2010-01-03, 12, N;
2010-01-04, 35, E;
2010-01-04, 36, D;
2010-01-04, 33, D;
2010-01-04, 34, E;
2010-01-04, 39, L;
2010-01-04, 38, N;
2010-01-04, 41, E;
2010-01-04, 40, E;
2010-01-04, 23, E;
2010-01-04, 24, N;
2010-01-04, 28, E;
2010-01-04, 3, E;
2010-01-04, 2, L;
2010-01-04, 1, DH;
2010-01-04, 0, DH;
2010-01-04, 5, N;
2010-01-04, 4, L;
2010-01-04, 9, N;
2010-01-04, 8, N;
2010-01-04, 19, D;
2010-01-04, 17, L;
2010-01-04, 18, N;
2010-01-04, 16, E;
2010-01-04, 13, L;
2010-01-04, 14, L;
2010-01-04, 11, E;
2010-01-04, 12, L;
2010-01-04, 21, D;
2010-01-04, 20, D;
2010-01-04, 10, E;
2010-01-05, 35, D;
2010-01-05, 36, L;
2010-01-05, 33, E;
2010-01-05, 34, E;
2010-01-05, 39, N;
2010-01-05, 38, L;
2010-01-05, 43, D;
2010-01-05, 41, N;
2010-01-05, 40, E;
2010-01-05, 23, E;
2010-01-05, 25, D;
2010-01-05, 28, E;
2010-01-05, 1, DH;
2010-01-05, 0, DH;
2010-01-05, 9, N;
2010-01-05, 8, L;
2010-01-05, 19, L;
2010-01-05, 17, N;
2010-01-05, 16, L;
2010-01-05, 13, N;
2010-01-05, 14, N;
2010-01-05, 11, L;
2010-01-05, 21, E;
2010-01-05, 20, D;
2010-01-05, 49, E;
2010-01-05, 48, E;
2010-01-05, 45, E;
2010-01-05, 44, E;
2010-01-05, 46, L;
2010-01-05, 10, D;
2010-01-06, 33, N;
2010-01-06, 34, D;
2010-01-06, 39, L;
2010-01-06, 37, E;
2010-01-06, 43, L;
2010-01-06, 42, N;
2010-01-06, 41, N;
2010-01-06, 22, L;
2010-01-06, 23, E;
2010-01-06, 25, L;
2010-01-06, 26, E;
2010-01-06, 27, E;
2010-01-06, 28, E;
2010-01-06, 29, E;
2010-01-06, 1, E;
2010-01-06, 0, DH;
2010-01-06, 31, DH;
2010-01-06, 14, L;
2010-01-06, 11, L;
2010-01-06, 21, E;
2010-01-06, 20, L;
2010-01-06, 49, E;
2010-01-06, 48, E;
2010-01-06, 45, D;
2010-01-06, 44, N;
2010-01-06, 47, D;
2010-01-06, 46, N;
2010-01-06, 10, D;
2010-01-07, 33, N;
2010-01-07, 34, E;
2010-01-07, 39, N;
2010-01-07, 37, L;
2010-01-07, 43, N;
2010-01-07, 42, N;
2010-01-07, 41, L;
2010-01-07, 22, L;
2010-01-07, 23, E;
2010-01-07, 24, D;
2010-01-07, 25, L;
2010-01-07, 26, L;
2010-01-07, 27, D;
2010-01-07, 28, E;
2010-01-07, 29, E;
2010-01-07, 1, DH;
2010-01-07, 0, DH;
2010-01-07, 7, D;
2010-01-07, 30, E;
2010-01-07, 6, E;
2010-01-07, 32, D;
2010-01-07, 31, E;
2010-01-07, 15, D;
2010-01-07, 14, N;
2010-01-07, 11, L;
2010-01-07, 12, E;
2010-01-07, 21, E;
2010-01-07, 20, N;
2010-01-07, 47, L;
2010-01-07, 10, E;
2010-01-08, 33, N;
2010-01-08, 34, E;
2010-01-08, 22, L;
2010-01-08, 23, E;
2010-01-08, 24, L;
2010-01-08, 25, N;
2010-01-08, 26, L;
2010-01-08, 27, D;
2010-01-08, 28, E;
2010-01-08, 29, L;
2010-01-08, 3, E;
2010-01-08, 2, D;
2010-01-08, 1, D;
2010-01-08, 0, DH;
2010-01-08, 7, E;
2010-01-08, 30, DH;
2010-01-08, 6, L;
2010-01-08, 5, N;
2010-01-08, 32, E;
2010-01-08, 4, E;
2010-01-08, 31, D;
2010-01-08, 18, E;
2010-01-08, 15, E;
2010-01-08, 13, D;
2010-01-08, 14, L;
2010-01-08, 11, N;
2010-01-08, 12, N;
2010-01-08, 21, E;
2010-01-08, 20, L;
2010-01-08, 10, N;
2010-01-09, 22, N;
2010-01-09, 24, N;
2010-01-09, 27, E;
2010-01-09, 3, D;
2010-01-09, 2, E;
2010-01-09, 7, L;
2010-01-09, 30, DH;
2010-01-09, 6, L;
2010-01-09, 5, N;
2010-01-09, 32, E;
2010-01-09, 4, N;
2010-01-09, 9, E;
2010-01-09, 8, E;
2010-01-09, 19, D;
2010-01-09, 17, L;
2010-01-09, 18, L;
2010-01-09, 15, E;
2010-01-09, 16, E;
2010-01-09, 13, D;
2010-01-09, 12, L;
2010-01-10, 22, N;
2010-01-10, 24, N;
2010-01-10, 27, E;
2010-01-10, 3, D;
2010-01-10, 2, E;
2010-01-10, 7, L;
2010-01-10, 30, DH;
2010-01-10, 6, L;
2010-01-10, 5, N;
2010-01-10, 32, E;
2010-01-10, 4, N;
2010-01-10, 9, E;
2010-01-10, 8, E;
2010-01-10, 19, D;
2010-01-10, 17, L;
2010-01-10, 18, L;
2010-01-10, 15, E;
2010-01-10, 16, E;
2010-01-10, 13, D;
2010-01-10, 12, L;
2010-01-11, 35, E;
2010-01-11, 36, L;
2010-01-11, 34, E;
2010-01-11, 38, N;
2010-01-11, 40, E;
2010-01-11, 25, D;
2010-01-11, 3, L;
2010-01-11, 2, E;
2010-01-11, 0, DH;
2010-01-11, 7, L;
2010-01-11, 30, DH;
2010-01-11, 6, N;
2010-01-11, 5, N;
2010-01-11, 32, N;
2010-01-11, 4, N;
2010-01-11, 31, D;
2010-01-11, 9, D;
2010-01-11, 8, E;
2010-01-11, 19, L;
2010-01-11, 17, L;
2010-01-11, 18, L;
2010-01-11, 15, D;
2010-01-11, 16, D;
2010-01-11, 13, E;
2010-01-11, 12, L;
2010-01-11, 49, E;
2010-01-11, 48, E;
2010-01-11, 45, E;
2010-01-11, 44, E;
2010-01-11, 46, N;
2010-01-12, 35, E;
2010-01-12, 36, L;
2010-01-12, 34, E;
2010-01-12, 39, D;
2010-01-12, 37, D;
2010-01-12, 38, L;
2010-01-12, 43, E;
2010-01-12, 42, E;
2010-01-12, 41, N;
2010-01-12, 40, N;
2010-01-12, 25, E;
2010-01-12, 1, DH;
2010-01-12, 0, DH;
2010-01-12, 4, L;
2010-01-12, 31, E;
2010-01-12, 9, L;
2010-01-12, 8, E;
2010-01-12, 19, L;
2010-01-12, 17, L;
