////////////////////////////////////////////////////////////////////
SOLUTION = sprint_late09;
////////////////////////////////////////////////////////////////////
ziran,  00;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 152;
////////////////////////////////////////////////////////////////////
2010-01-01, 9, N;
2010-01-01, 1, L;
2010-01-01, 7, L;
2010-01-01, 6, E;
2010-01-01, 8, D;
2010-01-01, 0, E;
2010-01-02, 7, L;
2010-01-02, 6, E;
2010-01-02, 1, D;
2010-01-02, 8, N;
2010-01-03, 3, L;
2010-01-03, 6, E;
2010-01-03, 7, D;
2010-01-03, 9, N;
2010-01-04, 1, D;
2010-01-04, 2, E;
2010-01-04, 3, L;
2010-01-04, 4, E;
2010-01-04, 5, N;
2010-01-04, 7, L;
2010-01-05, 1, E;
2010-01-05, 2, L;
2010-01-05, 3, E;
2010-01-05, 4, D;
2010-01-05, 5, N;
2010-01-05, 9, L;
2010-01-06, 0, E;
2010-01-06, 2, D;
2010-01-06, 3, E;
2010-01-06, 4, L;
2010-01-06, 8, E;
2010-01-06, 9, N;
2010-01-07, 0, N;
2010-01-07, 2, L;
2010-01-07, 3, L;
2010-01-07, 4, E;
2010-01-07, 7, E;
2010-01-07, 8, D;
2010-01-08, 1, N;
2010-01-08, 2, E;
2010-01-08, 4, L;
2010-01-08, 5, L;
2010-01-08, 6, E;
2010-01-08, 7, D;
2010-01-09, 1, E;
2010-01-09, 6, N;
2010-01-09, 7, D;
2010-01-09, 8, L;
2010-01-10, 1, E;
2010-01-10, 7, D;
2010-01-10, 8, L;
2010-01-10, 6, N;
2010-01-11, 0, L;
2010-01-11, 1, N;
2010-01-11, 2, E;
2010-01-11, 3, L;
2010-01-11, 5, E;
2010-01-11, 9, D;
2010-01-12, 0, N;
2010-01-12, 2, E;
2010-01-12, 3, L;
2010-01-12, 4, E;
2010-01-12, 5, L;
2010-01-12, 6, D;
2010-01-13, 0, N;
2010-01-13, 2, D;
2010-01-13, 4, L;
2010-01-13, 6, E;
2010-01-13, 7, E;
2010-01-13, 8, E;
2010-01-14, 0, E;
2010-01-14, 2, N;
2010-01-14, 4, L;
2010-01-14, 7, E;
2010-01-14, 8, L;
2010-01-14, 9, D;
2010-01-15, 0, L;
2010-01-15, 2, L;
2010-01-15, 3, D;
2010-01-15, 5, E;
2010-01-15, 7, E;
2010-01-15, 8, N;
2010-01-16, 0, N;
2010-01-16, 1, L;
2010-01-16, 4, D;
2010-01-16, 5, E;
2010-01-17, 0, E;
2010-01-17, 1, L;
2010-01-17, 4, D;
2010-01-17, 5, N;
2010-01-18, 2, N;
2010-01-18, 3, L;
2010-01-18, 4, L;
2010-01-18, 5, E;
2010-01-18, 6, E;
2010-01-18, 8, D;
2010-01-19, 1, E;
2010-01-19, 2, D;
2010-01-19, 3, E;
2010-01-19, 4, N;
2010-01-19, 7, L;
2010-01-19, 8, L;
2010-01-20, 0, E;
2010-01-20, 1, N;
2010-01-20, 2, L;
2010-01-20, 5, E;
2010-01-20, 6, D;
2010-01-20, 7, E;
2010-01-21, 1, L;
2010-01-21, 2, E;
2010-01-21, 5, N;
2010-01-21, 6, D;
2010-01-21, 8, E;
2010-01-21, 9, L;
2010-01-22, 2, E;
2010-01-22, 4, L;
2010-01-22, 5, N;
2010-01-22, 6, D;
2010-01-22, 8, L;
2010-01-22, 7, E;
2010-01-23, 0, E;
2010-01-23, 7, N;
2010-01-23, 8, D;
2010-01-23, 5, L;
2010-01-24, 0, E;
2010-01-24, 1, L;
2010-01-24, 7, N;
2010-01-24, 8, D;
2010-01-25, 0, L;
2010-01-25, 1, N;
2010-01-25, 2, E;
2010-01-25, 3, E;
2010-01-25, 6, L;
2010-01-25, 7, D;
2010-01-26, 0, E;
2010-01-26, 1, D;
2010-01-26, 2, L;
2010-01-26, 3, E;
2010-01-26, 6, L;
2010-01-26, 9, N;
2010-01-27, 0, N;
2010-01-27, 1, D;
2010-01-27, 2, E;
2010-01-27, 6, L;
2010-01-27, 8, E;
2010-01-27, 9, E;
2010-01-28, 0, E;
2010-01-28, 1, D;
2010-01-28, 2, L;
2010-01-28, 4, N;
2010-01-28, 8, L;
2010-01-28, 9, E;
////////////////////////////////////////////////////////////////////
