////////////////////////////////////////////////////////////////////
SOLUTION = sprint03;
////////////////////////////////////////////////////////////////////
ziran,  00;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 152;
////////////////////////////////////////////////////////////////////
2010-01-01, 1, N;
2010-01-01, 3, E;
2010-01-01, 4, L;
2010-01-01, 5, E;
2010-01-01, 8, L;
2010-01-01, 9, D;
2010-01-02, 1, L;
2010-01-02, 2, D;
2010-01-02, 3, E;
2010-01-02, 5, N;
2010-01-03, 1, E;
2010-01-03, 2, L;
2010-01-03, 3, D;
2010-01-03, 5, N;
2010-01-04, 0, N;
2010-01-04, 1, E;
2010-01-04, 2, L;
2010-01-04, 3, E;
2010-01-04, 5, D;
2010-01-04, 7, L;
2010-01-05, 0, L;
2010-01-05, 2, E;
2010-01-05, 3, E;
2010-01-05, 4, D;
2010-01-05, 6, L;
2010-01-05, 8, N;
2010-01-06, 0, L;
2010-01-06, 2, N;
2010-01-06, 3, E;
2010-01-06, 4, E;
2010-01-06, 5, L;
2010-01-06, 7, D;
2010-01-07, 2, E;
2010-01-07, 3, L;
2010-01-07, 4, L;
2010-01-07, 5, D;
2010-01-07, 6, E;
2010-01-07, 7, N;
2010-01-08, 0, L;
2010-01-08, 1, E;
2010-01-08, 2, L;
2010-01-08, 6, N;
2010-01-08, 7, D;
2010-01-08, 9, E;
2010-01-09, 1, N;
2010-01-09, 5, D;
2010-01-09, 6, L;
2010-01-09, 7, E;
2010-01-10, 0, L;
2010-01-10, 1, N;
2010-01-10, 2, E;
2010-01-10, 5, D;
2010-01-11, 0, E;
2010-01-11, 2, E;
2010-01-11, 3, N;
2010-01-11, 4, L;
2010-01-11, 5, D;
2010-01-11, 6, L;
2010-01-12, 0, D;
2010-01-12, 2, N;
2010-01-12, 4, L;
2010-01-12, 5, E;
2010-01-12, 6, E;
2010-01-12, 8, L;
2010-01-13, 0, N;
2010-01-13, 1, L;
2010-01-13, 5, E;
2010-01-13, 6, E;
2010-01-13, 8, L;
2010-01-13, 9, D;
2010-01-14, 0, D;
2010-01-14, 1, L;
2010-01-14, 2, E;
2010-01-14, 4, L;
2010-01-14, 8, E;
2010-01-14, 9, N;
2010-01-15, 1, D;
2010-01-15, 2, L;
2010-01-15, 3, E;
2010-01-15, 4, N;
2010-01-15, 7, E;
2010-01-15, 8, L;
2010-01-16, 2, L;
2010-01-16, 3, D;
2010-01-16, 6, E;
2010-01-16, 7, N;
2010-01-17, 2, L;
2010-01-17, 5, D;
2010-01-17, 6, E;
2010-01-17, 7, N;
2010-01-18, 0, E;
2010-01-18, 1, N;
2010-01-18, 4, L;
2010-01-18, 5, L;
2010-01-18, 8, D;
2010-01-18, 9, E;
2010-01-19, 0, L;
2010-01-19, 1, E;
2010-01-19, 2, D;
2010-01-19, 4, L;
2010-01-19, 8, N;
2010-01-19, 9, E;
2010-01-20, 0, E;
2010-01-20, 2, E;
2010-01-20, 4, N;
2010-01-20, 7, L;
2010-01-20, 8, D;
2010-01-20, 9, L;
2010-01-21, 0, E;
2010-01-21, 1, N;
2010-01-21, 4, D;
2010-01-21, 5, E;
2010-01-21, 6, L;
2010-01-21, 7, L;
2010-01-22, 0, D;
2010-01-22, 1, L;
2010-01-22, 3, N;
2010-01-22, 4, E;
2010-01-22, 5, L;
2010-01-22, 6, E;
2010-01-23, 0, D;
2010-01-23, 1, E;
2010-01-23, 3, N;
2010-01-23, 5, L;
2010-01-24, 0, D;
2010-01-24, 1, E;
2010-01-24, 3, N;
2010-01-24, 5, L;
2010-01-25, 1, E;
2010-01-25, 2, L;
2010-01-25, 3, N;
2010-01-25, 4, L;
2010-01-25, 8, D;
2010-01-25, 9, E;
2010-01-26, 2, N;
2010-01-26, 3, L;
2010-01-26, 4, E;
2010-01-26, 7, E;
2010-01-26, 8, D;
2010-01-26, 9, L;
2010-01-27, 1, N;
2010-01-27, 2, L;
2010-01-27, 3, E;
2010-01-27, 7, E;
2010-01-27, 8, D;
2010-01-27, 9, L;
2010-01-28, 1, L;
2010-01-28, 2, N;
2010-01-28, 5, E;
2010-01-28, 7, E;
2010-01-28, 8, D;
2010-01-28, 9, L;
////////////////////////////////////////////////////////////////////
