////////////////////////////////////////////////////////////////////
SOLUTION = long04;
////////////////////////////////////////////////////////////////////
LU_HAO,  303;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 740;
////////////////////////////////////////////////////////////////////
2010-01-01, 35, D;
2010-01-01, 36, DH;
2010-01-01, 33, D;
2010-01-01, 34, DH;
2010-01-01, 22, E;
2010-01-01, 25, E;
2010-01-01, 26, L;
2010-01-01, 27, L;
2010-01-01, 29, L;
2010-01-01, 3, D;
2010-01-01, 2, E;
2010-01-01, 0, L;
2010-01-01, 7, L;
2010-01-01, 30, E;
2010-01-01, 6, E;
2010-01-01, 32, D;
2010-01-01, 31, E;
2010-01-01, 9, N;
2010-01-01, 19, N;
2010-01-01, 17, N;
2010-01-01, 18, D;
2010-01-01, 15, N;
2010-01-01, 16, E;
2010-01-01, 14, L;
2010-01-01, 11, N;
2010-01-01, 12, L;
2010-01-01, 20, N;
2010-01-01, 48, E;
2010-01-01, 10, L;
2010-01-02, 36, L;
2010-01-02, 33, E;
2010-01-02, 41, N;
2010-01-02, 22, L;
2010-01-02, 26, E;
2010-01-02, 27, N;
2010-01-02, 29, E;
2010-01-02, 2, D;
2010-01-02, 0, N;
2010-01-02, 30, E;
2010-01-02, 6, L;
2010-01-02, 32, N;
2010-01-02, 9, D;
2010-01-02, 19, D;
2010-01-02, 18, E;
2010-01-02, 15, DH;
2010-01-02, 14, L;
2010-01-02, 20, L;
2010-01-02, 48, L;
2010-01-02, 10, E;
2010-01-03, 36, L;
2010-01-03, 33, E;
2010-01-03, 41, N;
2010-01-03, 22, L;
2010-01-03, 26, E;
2010-01-03, 27, N;
2010-01-03, 29, E;
2010-01-03, 2, D;
2010-01-03, 0, N;
2010-01-03, 30, E;
2010-01-03, 6, L;
2010-01-03, 32, N;
2010-01-03, 9, D;
2010-01-03, 19, D;
2010-01-03, 18, E;
2010-01-03, 15, DH;
2010-01-03, 14, L;
2010-01-03, 20, L;
2010-01-03, 48, L;
2010-01-03, 10, E;
2010-01-04, 35, E;
2010-01-04, 39, N;
2010-01-04, 43, E;
2010-01-04, 42, N;
2010-01-04, 40, D;
2010-01-04, 22, L;
2010-01-04, 23, DH;
2010-01-04, 24, E;
2010-01-04, 25, E;
2010-01-04, 29, N;
2010-01-04, 3, E;
2010-01-04, 2, E;
2010-01-04, 1, D;
2010-01-04, 0, N;
2010-01-04, 30, D;
2010-01-04, 6, L;
2010-01-04, 5, D;
2010-01-04, 31, E;
2010-01-04, 19, L;
2010-01-04, 17, L;
2010-01-04, 18, N;
2010-01-04, 14, L;
2010-01-04, 11, L;
2010-01-04, 12, L;
2010-01-04, 21, N;
2010-01-04, 20, L;
2010-01-04, 45, D;
2010-01-04, 47, E;
2010-01-04, 10, DH;
2010-01-05, 35, E;
2010-01-05, 36, N;
2010-01-05, 33, N;
2010-01-05, 34, D;
2010-01-05, 39, D;
2010-01-05, 43, E;
2010-01-05, 42, E;
2010-01-05, 40, N;
2010-01-05, 26, D;
2010-01-05, 27, E;
2010-01-05, 28, N;
2010-01-05, 3, L;
2010-01-05, 1, E;
2010-01-05, 0, N;
2010-01-05, 5, E;
2010-01-05, 32, E;
2010-01-05, 31, L;
2010-01-05, 17, L;
2010-01-05, 15, DH;
2010-01-05, 16, L;
2010-01-05, 13, DH;
2010-01-05, 11, L;
2010-01-05, 12, L;
2010-01-05, 20, N;
2010-01-05, 48, E;
2010-01-05, 45, D;
2010-01-05, 44, L;
2010-01-05, 47, D;
2010-01-05, 10, L;
2010-01-06, 35, N;
2010-01-06, 36, E;
2010-01-06, 34, D;
2010-01-06, 37, E;
2010-01-06, 38, D;
2010-01-06, 22, L;
2010-01-06, 23, N;
2010-01-06, 25, L;
2010-01-06, 27, DH;
2010-01-06, 29, L;
2010-01-06, 2, N;
2010-01-06, 1, N;
2010-01-06, 7, N;
2010-01-06, 30, E;
2010-01-06, 6, D;
2010-01-06, 32, E;
2010-01-06, 4, L;
2010-01-06, 31, L;
2010-01-06, 9, D;
2010-01-06, 19, E;
2010-01-06, 17, L;
2010-01-06, 18, E;
2010-01-06, 14, D;
