////////////////////////////////////////////////////////////////////
SOLUTION = medium_late02;
////////////////////////////////////////////////////////////////////
LU_HAO,  20;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 428;
////////////////////////////////////////////////////////////////////
2010-01-01, 17, E;
2010-01-01, 15, L;
2010-01-01, 13, N;
2010-01-01, 11, N;
2010-01-01, 12, L;
2010-01-01, 21, E;
2010-01-01, 23, D;
2010-01-01, 24, D;
2010-01-01, 26, L;
2010-01-01, 3, E;
2010-01-01, 10, L;
2010-01-01, 0, E;
2010-01-01, 7, E;
2010-01-01, 6, N;
2010-01-01, 5, E;
2010-01-01, 9, L;
2010-01-01, 8, L;
2010-01-02, 17, N;
2010-01-02, 13, L;
2010-01-02, 12, L;
2010-01-02, 21, D;
2010-01-02, 23, E;
2010-01-02, 3, E;
2010-01-02, 0, E;
2010-01-02, 7, E;
2010-01-02, 6, L;
2010-01-02, 5, L;
2010-01-02, 8, N;
2010-01-03, 17, N;
2010-01-03, 13, L;
2010-01-03, 12, L;
2010-01-03, 21, D;
2010-01-03, 23, E;
2010-01-03, 3, E;
2010-01-03, 0, E;
2010-01-03, 7, E;
2010-01-03, 6, L;
2010-01-03, 5, L;
2010-01-03, 8, N;
2010-01-04, 19, N;
2010-01-04, 17, L;
2010-01-04, 18, L;
2010-01-04, 16, N;
2010-01-04, 13, L;
2010-01-04, 14, L;
2010-01-04, 12, L;
2010-01-04, 20, E;
2010-01-04, 22, D;
2010-01-04, 23, N;
2010-01-04, 25, E;
2010-01-04, 3, E;
2010-01-04, 2, E;
2010-01-04, 1, E;
2010-01-04, 0, E;
2010-01-04, 5, L;
2010-01-04, 4, D;
2010-01-05, 19, L;
2010-01-05, 18, N;
2010-01-05, 15, D;
2010-01-05, 16, L;
2010-01-05, 14, L;
2010-01-05, 11, E;
2010-01-05, 20, E;
2010-01-05, 22, E;
2010-01-05, 24, L;
2010-01-05, 25, E;
2010-01-05, 28, D;
2010-01-05, 3, L;
2010-01-05, 2, L;
2010-01-05, 1, N;
2010-01-05, 5, N;
2010-01-05, 4, E;
2010-01-05, 9, E;
2010-01-06, 19, L;
2010-01-06, 18, L;
2010-01-06, 15, D;
2010-01-06, 16, N;
2010-01-06, 14, N;
2010-01-06, 11, E;
2010-01-06, 22, E;
2010-01-06, 24, L;
2010-01-06, 25, E;
2010-01-06, 28, L;
2010-01-06, 2, L;
2010-01-06, 10, D;
2010-01-06, 1, N;
2010-01-06, 7, E;
2010-01-06, 6, L;
2010-01-06, 4, E;
2010-01-06, 9, E;
2010-01-07, 19, N;
2010-01-07, 18, L;
2010-01-07, 15, L;
2010-01-07, 14, L;
2010-01-07, 11, E;
2010-01-07, 21, E;
2010-01-07, 25, E;
2010-01-07, 26, N;
2010-01-07, 27, D;
2010-01-07, 28, L;
2010-01-07, 2, N;
2010-01-07, 10, E;
2010-01-07, 1, L;
2010-01-07, 7, E;
2010-01-07, 6, L;
2010-01-07, 4, E;
2010-01-07, 8, D;
2010-01-08, 17, E;
2010-01-08, 13, D;
2010-01-08, 11, D;
2010-01-08, 12, E;
2010-01-08, 21, N;
2010-01-08, 26, L;
2010-01-08, 27, L;
2010-01-08, 29, N;
2010-01-08, 3, E;
2010-01-08, 2, N;
2010-01-08, 1, L;
2010-01-08, 0, E;
2010-01-08, 7, E;
2010-01-08, 6, L;
2010-01-08, 5, L;
2010-01-08, 4, L;
2010-01-08, 8, E;
2010-01-09, 17, L;
2010-01-09, 13, E;
2010-01-09, 12, E;
2010-01-09, 23, L;
2010-01-09, 26, N;
2010-01-09, 29, L;
2010-01-09, 3, D;
2010-01-09, 0, E;
2010-01-09, 7, E;
2010-01-09, 6, N;
2010-01-09, 5, L;
2010-01-10, 17, L;
2010-01-10, 13, E;
2010-01-10, 12, E;
2010-01-10, 23, L;
2010-01-10, 26, N;
2010-01-10, 29, L;
2010-01-10, 3, D;
2010-01-10, 0, E;
2010-01-10, 7, E;
2010-01-10, 6, N;
2010-01-10, 5, L;
2010-01-11, 19, N;
2010-01-11, 17, L;
2010-01-11, 18, L;
2010-01-11, 15, N;
2010-01-11, 16, L;
2010-01-11, 14, D;
2010-01-11, 20, E;
2010-01-11, 23, L;
2010-01-11, 24, E;
2010-01-11, 25, E;
2010-01-11, 3, D;
2010-01-11, 2, E;
2010-01-11, 10, N;
2010-01-11, 1, E;
2010-01-11, 0, L;
2010-01-11, 4, L;
2010-01-11, 9, E;
2010-01-12, 19, L;
2010-01-12, 18, L;
2010-01-12, 15, N;
2010-01-12, 16, N;
2010-01-12, 14, E;
2010-01-12, 20, E;
2010-01-12, 22, E;
2010-01-12, 24, E;
2010-01-12, 25, L;
2010-01-12, 28, L;
2010-01-12, 3, D;
2010-01-12, 2, E;
2010-01-12, 10, N;
2010-01-12, 1, E;
2010-01-12, 0, L;
2010-01-12, 4, L;
2010-01-12, 9, D;
2010-01-13, 19, L;
2010-01-13, 15, N;
2010-01-13, 16, L;
2010-01-13, 14, E;
2010-01-13, 20, N;
2010-01-13, 22, D;
2010-01-13, 24, E;
2010-01-13, 25, L;
2010-01-13, 28, L;
2010-01-13, 2, N;
2010-01-13, 10, L;
2010-01-13, 1, E;
2010-01-13, 7, E;
2010-01-13, 6, E;
2010-01-13, 5, D;
2010-01-13, 4, L;
2010-01-13, 9, E;
2010-01-14, 19, N;
2010-01-14, 11, E;
2010-01-14, 12, D;
2010-01-14, 21, E;
2010-01-14, 22, E;
2010-01-14, 25, N;
2010-01-14, 26, N;
2010-01-14, 28, L;
2010-01-14, 2, L;
2010-01-14, 10, L;
2010-01-14, 1, L;
2010-01-14, 7, E;
2010-01-14, 6, L;
2010-01-14, 5, D;
2010-01-14, 4, L;
2010-01-14, 9, E;
2010-01-14, 8, E;
2010-01-15, 17, L;
2010-01-15, 13, N;
2010-01-15, 11, E;
2010-01-15, 12, L;
2010-01-15, 21, L;
2010-01-15, 22, E;
2010-01-15, 23, D;
2010-01-15, 26, N;
2010-01-15, 27, D;
2010-01-15, 29, E;
2010-01-15, 3, E;
2010-01-15, 2, L;
2010-01-15, 0, E;
2010-01-15, 7, L;
2010-01-15, 6, N;
2010-01-15, 5, L;
2010-01-15, 8, E;
2010-01-16, 17, L;
2010-01-16, 18, N;
2010-01-16, 13, L;
2010-01-16, 11, E;
2010-01-16, 21, L;
2010-01-16, 23, E;
2010-01-16, 27, D;
2010-01-16, 29, E;
2010-01-16, 3, L;
2010-01-16, 0, E;
2010-01-16, 8, N;
2010-01-17, 17, L;
2010-01-17, 18, N;
2010-01-17, 13, L;
2010-01-17, 11, E;
2010-01-17, 21, L;
2010-01-17, 23, E;
2010-01-17, 27, D;
2010-01-17, 29, E;
2010-01-17, 3, L;
2010-01-17, 0, E;
2010-01-17, 8, N;
2010-01-18, 19, L;
2010-01-18, 18, N;
2010-01-18, 15, L;
2010-01-18, 16, E;
2010-01-18, 13, L;
2010-01-18, 20, L;
2010-01-18, 23, E;
2010-01-18, 24, N;
2010-01-18, 25, D;
2010-01-18, 3, L;
2010-01-18, 2, L;
2010-01-18, 10, E;
2010-01-18, 1, E;
2010-01-18, 0, E;
2010-01-18, 7, N;
2010-01-18, 6, E;
2010-01-18, 4, D;
2010-01-19, 19, L;
2010-01-19, 15, N;
2010-01-19, 16, E;
2010-01-19, 14, L;
2010-01-19, 20, L;
2010-01-19, 22, E;
2010-01-19, 24, L;
2010-01-19, 25, E;
2010-01-19, 26, L;
2010-01-19, 2, L;
2010-01-19, 10, D;
2010-01-19, 1, E;
2010-01-19, 0, N;
2010-01-19, 7, N;
2010-01-19, 6, E;
2010-01-19, 4, D;
2010-01-19, 9, E;
2010-01-20, 19, L;
2010-01-20, 16, L;
2010-01-20, 14, N;
2010-01-20, 12, N;
2010-01-20, 20, L;
2010-01-20, 22, E;
2010-01-20, 24, L;
2010-01-20, 26, L;
2010-01-20, 28, E;
2010-01-20, 2, L;
2010-01-20, 10, D;
2010-01-20, 1, E;
2010-01-20, 7, N;
2010-01-20, 6, D;
2010-01-20, 5, E;
2010-01-20, 4, E;
2010-01-20, 9, E;
2010-01-21, 19, N;
2010-01-21, 16, L;
2010-01-21, 14, L;
2010-01-21, 11, E;
2010-01-21, 12, L;
2010-01-21, 20, L;
2010-01-21, 22, D;
2010-01-21, 24, L;
2010-01-21, 26, N;
2010-01-21, 28, E;
2010-01-21, 2, L;
