////////////////////////////////////////////////////////////////////
SOLUTION = sprint_late04;
////////////////////////////////////////////////////////////////////
ziran,  00;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 160;
////////////////////////////////////////////////////////////////////
2010-01-01, 1, L;
2010-01-01, 3, D;
2010-01-01, 4, N;
2010-01-01, 6, E;
2010-01-01, 7, L;
2010-01-01, 8, E;
2010-01-02, 1, L;
2010-01-02, 3, D;
2010-01-02, 4, N;
2010-01-02, 8, E;
2010-01-03, 1, L;
2010-01-03, 3, D;
2010-01-03, 4, N;
2010-01-03, 8, E;
2010-01-04, 0, E;
2010-01-04, 1, L;
2010-01-04, 2, E;
2010-01-04, 3, E;
2010-01-04, 4, L;
2010-01-04, 5, N;
2010-01-04, 6, D;
2010-01-05, 0, E;
2010-01-05, 1, L;
2010-01-05, 2, D;
2010-01-05, 4, L;
2010-01-05, 5, N;
2010-01-05, 6, E;
2010-01-06, 0, E;
2010-01-06, 2, D;
2010-01-06, 5, L;
2010-01-06, 6, L;
2010-01-06, 7, E;
2010-01-06, 8, N;
2010-01-06, 9, E;
2010-01-07, 0, D;
2010-01-07, 2, L;
2010-01-07, 3, L;
2010-01-07, 7, E;
2010-01-07, 8, N;
2010-01-07, 9, E;
2010-01-08, 0, E;
2010-01-08, 1, E;
2010-01-08, 2, L;
2010-01-08, 3, L;
2010-01-08, 4, N;
2010-01-08, 7, D;
2010-01-09, 1, E;
2010-01-09, 3, L;
2010-01-09, 4, N;
2010-01-09, 7, D;
2010-01-10, 1, E;
2010-01-10, 3, L;
2010-01-10, 4, N;
2010-01-10, 7, D;
2010-01-11, 0, E;
2010-01-11, 2, L;
2010-01-11, 4, N;
2010-01-11, 5, E;
2010-01-11, 6, D;
2010-01-11, 8, L;
2010-01-11, 9, E;
2010-01-12, 0, E;
2010-01-12, 2, L;
2010-01-12, 5, E;
2010-01-12, 6, D;
2010-01-12, 8, L;
2010-01-12, 9, N;
2010-01-13, 0, E;
2010-01-13, 1, D;
2010-01-13, 2, L;
2010-01-13, 3, L;
2010-01-13, 5, N;
2010-01-13, 6, E;
2010-01-13, 7, E;
2010-01-14, 1, D;
2010-01-14, 3, L;
2010-01-14, 4, N;
2010-01-14, 5, L;
2010-01-14, 6, E;
2010-01-14, 7, E;
2010-01-15, 0, E;
2010-01-15, 1, L;
2010-01-15, 2, E;
2010-01-15, 3, L;
2010-01-15, 4, N;
2010-01-15, 6, D;
2010-01-16, 0, E;
2010-01-16, 1, L;
2010-01-16, 2, D;
2010-01-16, 4, N;
2010-01-17, 0, E;
2010-01-17, 1, L;
2010-01-17, 2, D;
2010-01-17, 4, N;
2010-01-18, 0, E;
2010-01-18, 2, E;
2010-01-18, 3, N;
2010-01-18, 4, L;
2010-01-18, 5, D;
2010-01-18, 8, L;
2010-01-18, 9, E;
2010-01-19, 2, N;
2010-01-19, 3, L;
2010-01-19, 5, D;
2010-01-19, 7, E;
2010-01-19, 8, L;
2010-01-19, 9, E;
2010-01-20, 1, E;
2010-01-20, 3, L;
2010-01-20, 5, D;
2010-01-20, 6, N;
2010-01-20, 7, E;
2010-01-20, 8, L;
2010-01-20, 9, E;
2010-01-21, 0, E;
2010-01-21, 1, E;
2010-01-21, 3, L;
2010-01-21, 4, D;
2010-01-21, 6, L;
2010-01-21, 7, N;
2010-01-22, 0, N;
2010-01-22, 1, E;
2010-01-22, 2, E;
2010-01-22, 3, L;
2010-01-22, 4, D;
2010-01-22, 6, L;
2010-01-23, 0, N;
2010-01-23, 2, E;
2010-01-23, 4, D;
2010-01-23, 6, L;
2010-01-24, 0, N;
2010-01-24, 2, E;
2010-01-24, 4, D;
2010-01-24, 6, L;
2010-01-25, 1, E;
2010-01-25, 2, N;
2010-01-25, 3, D;
2010-01-25, 4, L;
2010-01-25, 5, E;
2010-01-25, 7, E;
2010-01-25, 8, L;
2010-01-26, 0, E;
2010-01-26, 1, E;
2010-01-26, 3, L;
2010-01-26, 5, D;
2010-01-26, 7, N;
2010-01-26, 8, L;
2010-01-27, 0, E;
2010-01-27, 1, D;
2010-01-27, 3, L;
2010-01-27, 5, E;
2010-01-27, 7, N;
2010-01-27, 8, L;
2010-01-27, 9, E;
2010-01-28, 0, D;
2010-01-28, 1, E;
2010-01-28, 3, L;
2010-01-28, 5, L;
2010-01-28, 7, N;
2010-01-28, 9, E;
////////////////////////////////////////////////////////////////////
