////////////////////////////////////////////////////////////////////
SOLUTION = sprint_hidden10;
////////////////////////////////////////////////////////////////////
LU_HAO,  306;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 168;
////////////////////////////////////////////////////////////////////
2010-01-01, 3, E;
2010-01-01, 2, L;
2010-01-01, 1, E;
2010-01-01, 5, N;
2010-01-01, 4, D;
2010-01-01, 9, L;
2010-01-02, 3, E;
2010-01-02, 2, L;
2010-01-02, 5, N;
2010-01-02, 4, D;
2010-01-03, 3, E;
2010-01-03, 2, L;
2010-01-03, 5, N;
2010-01-03, 4, D;
2010-01-04, 3, E;
2010-01-04, 2, L;
2010-01-04, 1, E;
2010-01-04, 0, E;
2010-01-04, 7, E;
2010-01-04, 6, N;
2010-01-04, 5, L;
2010-01-04, 4, L;
2010-01-04, 8, D;
2010-01-05, 2, L;
2010-01-05, 1, E;
2010-01-05, 0, L;
2010-01-05, 7, E;
2010-01-05, 6, N;
2010-01-05, 8, D;
2010-01-06, 1, E;
2010-01-06, 0, L;
2010-01-06, 7, D;
2010-01-06, 6, N;
2010-01-06, 8, L;
2010-01-07, 3, D;
2010-01-07, 1, N;
2010-01-07, 0, L;
2010-01-07, 7, E;
2010-01-07, 5, L;
2010-01-07, 4, E;
2010-01-07, 9, E;
2010-01-07, 8, L;
2010-01-08, 3, D;
2010-01-08, 2, N;
2010-01-08, 1, L;
2010-01-08, 5, L;
2010-01-08, 4, E;
2010-01-08, 9, E;
2010-01-09, 3, D;
2010-01-09, 2, N;
2010-01-09, 5, L;
2010-01-09, 4, E;
2010-01-10, 3, D;
2010-01-10, 2, N;
2010-01-10, 5, L;
2010-01-10, 4, E;
2010-01-11, 3, E;
2010-01-11, 2, L;
2010-01-11, 1, E;
2010-01-11, 0, E;
2010-01-11, 7, N;
2010-01-11, 6, D;
2010-01-11, 5, L;
2010-01-11, 4, L;
2010-01-11, 8, E;
2010-01-12, 2, L;
2010-01-12, 1, D;
2010-01-12, 0, E;
2010-01-12, 7, L;
2010-01-12, 6, E;
2010-01-12, 8, N;
2010-01-13, 1, D;
2010-01-13, 0, N;
2010-01-13, 7, L;
2010-01-13, 6, E;
2010-01-13, 8, L;
2010-01-14, 3, E;
2010-01-14, 1, E;
2010-01-14, 0, N;
2010-01-14, 7, L;
2010-01-14, 6, E;
2010-01-14, 5, L;
2010-01-14, 4, D;
2010-01-14, 9, L;
2010-01-15, 3, E;
2010-01-15, 2, E;
2010-01-15, 0, N;
2010-01-15, 5, L;
2010-01-15, 4, D;
2010-01-15, 9, L;
2010-01-16, 3, N;
2010-01-16, 2, E;
2010-01-16, 5, L;
2010-01-16, 4, D;
2010-01-17, 3, N;
2010-01-17, 2, E;
2010-01-17, 5, L;
2010-01-17, 4, D;
2010-01-18, 3, L;
2010-01-18, 2, N;
2010-01-18, 1, E;
2010-01-18, 0, E;
2010-01-18, 7, E;
2010-01-18, 6, D;
2010-01-18, 5, L;
2010-01-18, 4, L;
2010-01-18, 8, E;
2010-01-19, 1, D;
2010-01-19, 0, E;
2010-01-19, 7, N;
2010-01-19, 6, L;
2010-01-19, 5, L;
2010-01-19, 8, E;
2010-01-20, 1, E;
2010-01-20, 0, D;
2010-01-20, 7, N;
2010-01-20, 6, L;
2010-01-20, 8, L;
2010-01-21, 3, E;
2010-01-21, 2, E;
2010-01-21, 1, E;
2010-01-21, 0, L;
2010-01-21, 6, L;
2010-01-21, 4, N;
2010-01-21, 9, D;
2010-01-21, 8, L;
2010-01-22, 3, E;
2010-01-22, 2, D;
2010-01-22, 1, L;
2010-01-22, 5, L;
2010-01-22, 4, N;
2010-01-22, 9, E;
2010-01-23, 3, E;
2010-01-23, 2, D;
2010-01-23, 5, L;
2010-01-23, 4, N;
2010-01-24, 3, E;
2010-01-24, 2, D;
2010-01-24, 5, L;
2010-01-24, 4, N;
2010-01-25, 3, E;
2010-01-25, 2, L;
2010-01-25, 1, L;
2010-01-25, 0, E;
2010-01-25, 7, D;
2010-01-25, 6, E;
2010-01-25, 5, L;
2010-01-25, 4, N;
2010-01-25, 8, E;
2010-01-26, 3, N;
2010-01-26, 1, L;
2010-01-26, 0, L;
2010-01-26, 7, D;
2010-01-26, 6, E;
2010-01-26, 8, E;
2010-01-27, 1, L;
2010-01-27, 0, L;
2010-01-27, 7, D;
2010-01-27, 6, N;
2010-01-27, 8, E;
2010-01-28, 2, D;
2010-01-28, 1, L;
2010-01-28, 0, L;
2010-01-28, 7, E;
2010-01-28, 6, L;
2010-01-28, 5, N;
2010-01-28, 9, E;
2010-01-28, 8, E;
