////////////////////////////////////////////////////////////////////
SOLUTION = sprint_hidden03;
////////////////////////////////////////////////////////////////////
LU_HAO,  62;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 152;
////////////////////////////////////////////////////////////////////
2010-06-01, 1, E;
2010-06-01, 0, L;
2010-06-01, 7, L;
2010-06-01, 6, D;
2010-06-01, 4, N;
2010-06-01, 8, E;
2010-06-02, 1, E;
2010-06-02, 0, L;
2010-06-02, 7, L;
2010-06-02, 6, D;
2010-06-02, 4, N;
2010-06-02, 8, E;
2010-06-03, 2, D;
2010-06-03, 1, E;
2010-06-03, 0, L;
2010-06-03, 7, L;
2010-06-03, 4, N;
2010-06-03, 8, E;
2010-06-04, 3, E;
2010-06-04, 2, L;
2010-06-04, 1, D;
2010-06-04, 0, L;
2010-06-04, 5, E;
2010-06-04, 4, N;
2010-06-05, 3, E;
2010-06-05, 2, L;
2010-06-05, 5, D;
2010-06-05, 4, N;
2010-06-06, 3, E;
2010-06-06, 2, L;
2010-06-06, 5, D;
2010-06-06, 4, N;
2010-06-07, 3, L;
2010-06-07, 2, L;
2010-06-07, 1, E;
2010-06-07, 0, N;
2010-06-07, 6, D;
2010-06-07, 9, E;
2010-06-08, 1, D;
2010-06-08, 0, N;
2010-06-08, 7, L;
2010-06-08, 6, L;
2010-06-08, 9, E;
2010-06-08, 8, E;
2010-06-09, 1, E;
2010-06-09, 0, N;
2010-06-09, 7, L;
2010-06-09, 6, L;
2010-06-09, 9, E;
2010-06-09, 8, D;
2010-06-10, 2, E;
2010-06-10, 1, N;
2010-06-10, 0, L;
2010-06-10, 6, L;
2010-06-10, 5, E;
2010-06-10, 4, D;
2010-06-11, 3, L;
2010-06-11, 2, E;
2010-06-11, 1, N;
2010-06-11, 0, L;
2010-06-11, 5, E;
2010-06-11, 4, D;
2010-06-12, 3, L;
2010-06-12, 2, D;
2010-06-12, 5, N;
2010-06-12, 4, E;
2010-06-13, 3, L;
2010-06-13, 2, D;
2010-06-13, 5, N;
2010-06-13, 4, E;
2010-06-14, 3, L;
2010-06-14, 1, L;
2010-06-14, 0, D;
2010-06-14, 5, N;
2010-06-14, 4, E;
2010-06-14, 8, E;
2010-06-15, 3, L;
2010-06-15, 1, L;
2010-06-15, 0, E;
2010-06-15, 7, E;
2010-06-15, 6, D;
2010-06-15, 8, N;
2010-06-16, 2, D;
2010-06-16, 1, L;
2010-06-16, 0, N;
2010-06-16, 7, E;
2010-06-16, 6, E;
2010-06-16, 9, L;
2010-06-17, 2, D;
2010-06-17, 1, L;
2010-06-17, 0, N;
2010-06-17, 7, E;
2010-06-17, 4, E;
2010-06-17, 9, L;
2010-06-18, 3, D;
2010-06-18, 2, L;
2010-06-18, 1, L;
2010-06-18, 0, N;
2010-06-18, 5, E;
2010-06-18, 4, E;
2010-06-19, 3, D;
2010-06-19, 2, L;
2010-06-19, 4, E;
2010-06-19, 8, N;
2010-06-20, 3, D;
2010-06-20, 2, L;
2010-06-20, 4, E;
2010-06-20, 8, N;
2010-06-21, 3, L;
2010-06-21, 1, L;
2010-06-21, 0, D;
2010-06-21, 7, E;
2010-06-21, 6, E;
2010-06-21, 4, N;
2010-06-22, 3, L;
2010-06-22, 1, L;
2010-06-22, 0, D;
2010-06-22, 7, N;
2010-06-22, 6, E;
2010-06-22, 9, E;
2010-06-23, 1, L;
2010-06-23, 0, L;
2010-06-23, 7, N;
2010-06-23, 6, D;
2010-06-23, 5, E;
2010-06-23, 9, E;
2010-06-24, 2, D;
2010-06-24, 1, L;
2010-06-24, 0, L;
2010-06-24, 6, E;
2010-06-24, 5, N;
2010-06-24, 9, E;
2010-06-25, 3, N;
2010-06-25, 2, E;
2010-06-25, 1, L;
2010-06-25, 0, L;
2010-06-25, 4, E;
2010-06-25, 8, D;
2010-06-26, 3, N;
2010-06-26, 2, E;
2010-06-26, 4, D;
2010-06-26, 8, L;
2010-06-27, 3, N;
2010-06-27, 2, E;
2010-06-27, 4, D;
2010-06-27, 8, L;
2010-06-28, 3, L;
2010-06-28, 2, N;
2010-06-28, 7, E;
2010-06-28, 5, E;
2010-06-28, 4, D;
2010-06-28, 8, L;
