////////////////////////////////////////////////////////////////////
SOLUTION = long_late01;
////////////////////////////////////////////////////////////////////
LU_HAO,  237;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 752;
////////////////////////////////////////////////////////////////////
2010-01-01, 33, D;
2010-01-01, 34, E;
2010-01-01, 22, E;
2010-01-01, 23, L;
2010-01-01, 24, L;
2010-01-01, 26, E;
2010-01-01, 27, N;
2010-01-01, 28, L;
2010-01-01, 29, D;
2010-01-01, 3, D;
2010-01-01, 1, DH;
2010-01-01, 7, L;
2010-01-01, 30, E;
2010-01-01, 6, D;
2010-01-01, 5, L;
2010-01-01, 32, E;
2010-01-01, 31, DH;
2010-01-01, 9, N;
2010-01-01, 8, N;
2010-01-01, 19, L;
2010-01-01, 17, E;
2010-01-01, 15, L;
2010-01-01, 16, N;
2010-01-01, 13, E;
2010-01-01, 14, E;
2010-01-01, 11, N;
2010-01-01, 12, N;
2010-01-01, 21, D;
2010-01-01, 20, E;
2010-01-01, 10, E;
2010-01-02, 34, D;
2010-01-02, 22, E;
2010-01-02, 23, L;
2010-01-02, 3, E;
2010-01-02, 1, DH;
2010-01-02, 7, L;
2010-01-02, 6, E;
2010-01-02, 5, L;
2010-01-02, 32, E;
2010-01-02, 31, D;
2010-01-02, 9, N;
2010-01-02, 8, L;
2010-01-02, 19, N;
2010-01-02, 17, E;
2010-01-02, 15, L;
2010-01-02, 16, N;
2010-01-02, 13, E;
2010-01-02, 12, N;
2010-01-02, 20, E;
2010-01-02, 10, D;
2010-01-03, 34, D;
2010-01-03, 22, E;
2010-01-03, 23, L;
2010-01-03, 3, E;
2010-01-03, 1, DH;
2010-01-03, 7, L;
2010-01-03, 6, E;
2010-01-03, 5, L;
2010-01-03, 32, E;
2010-01-03, 31, D;
2010-01-03, 9, N;
2010-01-03, 8, L;
2010-01-03, 19, N;
2010-01-03, 17, E;
2010-01-03, 15, L;
2010-01-03, 16, N;
2010-01-03, 13, E;
2010-01-03, 12, N;
2010-01-03, 20, E;
2010-01-03, 10, D;
2010-01-04, 35, E;
2010-01-04, 39, N;
2010-01-04, 38, D;
2010-01-04, 43, L;
2010-01-04, 42, E;
2010-01-04, 25, E;
2010-01-04, 26, E;
2010-01-04, 3, E;
2010-01-04, 2, D;
2010-01-04, 1, DH;
2010-01-04, 0, DH;
2010-01-04, 7, L;
2010-01-04, 6, N;
2010-01-04, 5, N;
2010-01-04, 4, D;
2010-01-04, 9, N;
2010-01-04, 8, L;
2010-01-04, 19, L;
2010-01-04, 17, N;
2010-01-04, 18, D;
2010-01-04, 15, L;
2010-01-04, 16, L;
2010-01-04, 13, E;
2010-01-04, 14, D;
2010-01-04, 12, L;
2010-01-04, 49, E;
2010-01-04, 48, E;
2010-01-04, 47, N;
2010-01-04, 46, E;
2010-01-04, 10, E;
2010-01-05, 35, N;
2010-01-05, 36, E;
2010-01-05, 39, L;
2010-01-05, 38, E;
2010-01-05, 43, L;
2010-01-05, 42, E;
2010-01-05, 41, D;
2010-01-05, 40, E;
2010-01-05, 24, E;
2010-01-05, 25, D;
2010-01-05, 26, E;
2010-01-05, 28, D;
2010-01-05, 2, E;
2010-01-05, 1, DH;
2010-01-05, 0, DH;
2010-01-05, 7, L;
2010-01-05, 6, N;
2010-01-05, 5, N;
2010-01-05, 4, L;
2010-01-05, 8, N;
2010-01-05, 19, L;
2010-01-05, 18, L;
2010-01-05, 14, D;
2010-01-05, 11, E;
2010-01-05, 49, E;
2010-01-05, 48, D;
2010-01-05, 45, E;
2010-01-05, 47, N;
2010-01-05, 46, L;
2010-01-05, 10, N;
2010-01-06, 35, L;
2010-01-06, 36, L;
2010-01-06, 34, D;
2010-01-06, 37, E;
2010-01-06, 43, L;
2010-01-06, 42, N;
2010-01-06, 41, L;
2010-01-06, 40, L;
2010-01-06, 22, E;
2010-01-06, 23, E;
2010-01-06, 24, D;
2010-01-06, 25, E;
2010-01-06, 26, N;
2010-01-06, 28, D;
2010-01-06, 2, E;
2010-01-06, 0, DH;
2010-01-06, 32, E;
2010-01-06, 4, N;
2010-01-06, 31, DH;
2010-01-06, 18, N;
2010-01-06, 14, E;
2010-01-06, 11, D;
2010-01-06, 20, E;
2010-01-06, 49, E;
2010-01-06, 48, L;
2010-01-06, 45, N;
2010-01-06, 44, E;
2010-01-06, 46, L;
2010-01-07, 35, N;
2010-01-07, 33, E;
2010-01-07, 34, L;
2010-01-07, 37, D;
2010-01-07, 22, D;
2010-01-07, 23, D;
2010-01-07, 24, L;
2010-01-07, 25, E;
2010-01-07, 26, N;
2010-01-07, 27, D;
2010-01-07, 28, L;
2010-01-07, 29, E;
2010-01-07, 2, E;
2010-01-07, 0, L;
2010-01-07, 30, DH;
2010-01-07, 32, N;
2010-01-07, 4, N;
2010-01-07, 31, DH;
2010-01-07, 9, E;
2010-01-07, 18, L;
2010-01-07, 13, E;
2010-01-07, 14, E;
2010-01-07, 11, E;
2010-01-07, 12, E;
2010-01-07, 21, N;
2010-01-07, 20, N;
2010-01-07, 49, E;
2010-01-07, 48, L;
2010-01-07, 44, D;
2010-01-07, 46, L;
2010-01-08, 33, N;
2010-01-08, 34, N;
2010-01-08, 22, D;
2010-01-08, 23, E;
2010-01-08, 24, L;
2010-01-08, 25, E;
2010-01-08, 26, L;
2010-01-08, 27, D;
2010-01-08, 28, N;
2010-01-08, 29, E;
2010-01-08, 3, E;
2010-01-08, 2, N;
2010-01-08, 1, DH;
2010-01-08, 0, N;
2010-01-08, 30, DH;
