////////////////////////////////////////////////////////////////////
SOLUTION = sprint04;
////////////////////////////////////////////////////////////////////
ziran,  00;


////////////////////////////////////////////////////////////////////
ASSIGNMENTS = 152;
////////////////////////////////////////////////////////////////////
2010-01-01, 1, D;
2010-01-01, 3, L;
2010-01-01, 4, N;
2010-01-01, 5, E;
2010-01-01, 8, L;
2010-01-01, 9, E;
2010-01-02, 1, D;
2010-01-02, 3, E;
2010-01-02, 5, N;
2010-01-02, 8, L;
2010-01-03, 1, D;
2010-01-03, 3, E;
2010-01-03, 5, N;
2010-01-03, 8, L;
2010-01-04, 0, N;
2010-01-04, 1, L;
2010-01-04, 3, D;
2010-01-04, 4, L;
2010-01-04, 6, E;
2010-01-04, 7, E;
2010-01-05, 0, E;
2010-01-05, 2, D;
2010-01-05, 4, L;
2010-01-05, 5, L;
2010-01-05, 6, E;
2010-01-05, 7, N;
2010-01-06, 0, L;
2010-01-06, 2, N;
2010-01-06, 3, D;
2010-01-06, 5, E;
2010-01-06, 6, L;
2010-01-06, 7, E;
2010-01-07, 1, L;
2010-01-07, 2, L;
2010-01-07, 3, D;
2010-01-07, 4, E;
2010-01-07, 6, N;
2010-01-07, 9, E;
2010-01-08, 0, E;
2010-01-08, 1, E;
2010-01-08, 3, L;
2010-01-08, 4, L;
2010-01-08, 7, D;
2010-01-08, 9, N;
2010-01-09, 0, D;
2010-01-09, 1, L;
2010-01-09, 7, N;
2010-01-09, 9, E;
2010-01-10, 0, D;
2010-01-10, 1, L;
2010-01-10, 7, N;
2010-01-10, 9, E;
2010-01-11, 0, E;
2010-01-11, 2, L;
2010-01-11, 4, L;
2010-01-11, 5, E;
2010-01-11, 6, D;
2010-01-11, 8, N;
2010-01-12, 1, L;
2010-01-12, 2, E;
2010-01-12, 4, E;
2010-01-12, 5, N;
2010-01-12, 6, L;
2010-01-12, 8, D;
2010-01-13, 0, D;
2010-01-13, 1, E;
2010-01-13, 2, N;
2010-01-13, 5, E;
2010-01-13, 6, L;
2010-01-13, 8, L;
2010-01-14, 0, L;
2010-01-14, 1, E;
2010-01-14, 3, E;
2010-01-14, 4, N;
2010-01-14, 6, L;
2010-01-14, 9, D;
2010-01-15, 2, E;
2010-01-15, 3, D;
2010-01-15, 4, L;
2010-01-15, 5, E;
2010-01-15, 7, N;
2010-01-15, 9, L;
2010-01-16, 2, D;
2010-01-16, 5, N;
2010-01-16, 7, L;
2010-01-16, 9, E;
2010-01-17, 2, D;
2010-01-17, 5, N;
2010-01-17, 7, L;
2010-01-17, 9, E;
2010-01-18, 0, N;
2010-01-18, 1, E;
2010-01-18, 2, L;
2010-01-18, 5, E;
2010-01-18, 8, D;
2010-01-18, 9, L;
2010-01-19, 0, E;
2010-01-19, 1, L;
2010-01-19, 3, N;
2010-01-19, 4, E;
2010-01-19, 5, L;
2010-01-19, 8, D;
2010-01-20, 0, D;
2010-01-20, 3, L;
2010-01-20, 4, L;
2010-01-20, 6, N;
2010-01-20, 7, E;
2010-01-20, 8, E;
2010-01-21, 0, D;
2010-01-21, 1, N;
2010-01-21, 5, E;
2010-01-21, 6, L;
2010-01-21, 7, L;
2010-01-21, 8, E;
2010-01-22, 1, D;
2010-01-22, 2, L;
2010-01-22, 3, E;
2010-01-22, 4, L;
2010-01-22, 5, N;
2010-01-22, 6, E;
2010-01-23, 2, N;
2010-01-23, 3, D;
2010-01-23, 4, E;
2010-01-23, 5, L;
2010-01-24, 2, N;
2010-01-24, 3, D;
2010-01-24, 4, E;
2010-01-24, 5, L;
2010-01-25, 1, E;
2010-01-25, 2, N;
2010-01-25, 4, L;
2010-01-25, 6, L;
2010-01-25, 7, E;
2010-01-25, 9, D;
2010-01-26, 0, N;
2010-01-26, 1, E;
2010-01-26, 3, E;
2010-01-26, 6, L;
2010-01-26, 7, D;
2010-01-26, 9, L;
2010-01-27, 0, L;
2010-01-27, 1, E;
2010-01-27, 2, D;
2010-01-27, 3, L;
2010-01-27, 8, N;
2010-01-27, 9, E;
2010-01-28, 0, N;
2010-01-28, 1, L;
2010-01-28, 2, E;
2010-01-28, 3, L;
2010-01-28, 8, E;
2010-01-28, 9, D;
////////////////////////////////////////////////////////////////////
